sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A2,tipo,label,gruppo,fonte
for,parole,34,0.00068,50000,1.1548012021252212,0.008512181255061793,1.0854395693724042,True,1412.5454545454545,2001.2691299977168,1.416782110308591,0.17245332482843206,0.9591868799892227,1.1304267148732106,appaiata,Ottoman Empire,wikipedia,Ottoman Empire
that,parole,36,0.00072,50000,1.3992277264722286,0.009030639946905237,1.340165935624796,True,1303.6857142857143,1786.5159614938427,1.370357856895494,0.15624554571711766,1.052545994902708,1.0760270886156573,appaiata,Ottoman Empire,wikipedia,Ottoman Empire
it,parole,28,0.00056,50000,0.960689978733063,0.00714965319411138,0.96673471265401,True,1722.1851851851852,1272.7833532803074,0.7390513890313405,-0.1500522713788286,1.0274622511989404,0.9626021756333492,appaiata,Ottoman Empire,wikipedia,Ottoman Empire
had,parole,25,0.0005,50000,1.1288085594467896,0.01137789130942186,1.0333544658496248,True,1785.2916666666667,1830.3520088904413,1.0252397650563772,0.012462605905663962,0.9517263595178415,1.112447799249973,appaiata,Ottoman Empire,wikipedia,Ottoman Empire
vocali,vc,15269,0.30538,50000,1.2980838398999637,0.00927563553921489,1.2429437182029157,True,3.2744301807702385,1.6828935137257395,0.5139500373557745,-0.32104755814342967,1.0457003293237073,0.9439188545948282,vocali,American Civil War,wikipedia,American Civil War
spazio,lettere,7800,0.156,50000,1.1639920701904312,0.004095131731201518,1.1361880762495342,True,6.410565457109886,3.004599564672219,0.4686949356924281,-0.36175318059300304,0.9090005749018865,0.9966548620034824,spazio,American Civil War,wikipedia,American Civil War
e,lettere,5116,0.10232,50000,1.2034158054160446,0.0033991817811856195,1.1843084878645842,True,9.773411534701857,8.331848982283248,0.8525016011757879,-0.07962119910211926,0.9896763201804308,1.0293762011525238,lettera,American Civil War,wikipedia,American Civil War
t,lettere,3661,0.07322,50000,1.261006705853265,0.01878540135833432,1.133695251240441,True,13.660382513661203,12.599761571342604,0.9223578884955883,-0.04038899934765703,0.9311606594241278,0.9338094438741072,lettera,American Civil War,wikipedia,American Civil War
n,lettere,3305,0.0661,50000,1.12834750164284,0.009355689909355116,1.063371059155557,True,15.122578692493947,12.996323982810067,0.8593986678515853,-0.07561656065445635,0.9926199538830232,0.9926892750653767,lettera,American Civil War,wikipedia,American Civil War
a,lettere,3195,0.0639,50000,0.9716621337774259,0.007461112175314318,1.0223897352325155,True,15.649655604257983,13.12183584064133,0.8384744158249157,-0.08785848896494354,0.9690536011766738,0.9335399524095376,lettera,American Civil War,wikipedia,American Civil War
o,lettere,3036,0.06072,50000,1.0524653836501228,0.007093398494806944,1.0008159971061101,True,16.445799011532124,13.977685318441324,0.8499243672283658,-0.08112528027104361,1.0757776802859078,0.9634975549649131,lettera,American Civil War,wikipedia,American Civil War
i,lettere,2858,0.05716,50000,1.1122955273691923,0.004974279399951856,1.1526817015519943,True,17.496674833741686,16.81727697237958,0.9611698869746432,-0.019799464229617154,1.0329568173896293,0.9433843429995954,lettera,American Civil War,wikipedia,American Civil War
r,lettere,2727,0.05454,50000,1.1143836898293284,0.004739418131434741,1.1018370041684526,True,18.333455612619222,15.084518935116911,0.8227864541114653,-0.09722123262920512,1.0097491926987752,0.9785661192781667,lettera,American Civil War,wikipedia,American Civil War
s,lettere,2558,0.05116,50000,1.173145858344259,0.013835713858083014,1.0937476123555576,True,19.52600703949941,19.033200550952614,0.9747615327829242,-0.012780513899067406,0.9540721740035306,0.9744696597982471,lettera,American Civil War,wikipedia,American Civil War
h,lettere,1805,0.0361,50000,1.0407125938121067,0.003640173550386395,1.050425007729417,True,27.714523281596453,24.153350658356395,0.8715051820644226,-0.06865854242190085,0.9809626807001215,1.0597962319805632,lettera,American Civil War,wikipedia,American Civil War
d,lettere,1714,0.03428,50000,1.077313860134994,0.005784359900295438,1.0442179298064014,True,29.09982486865149,26.344145037807724,0.9053025286824874,-0.04970206562576479,1.0240059539473936,0.9831337382851061,lettera,American Civil War,wikipedia,American Civil War
l,lettere,1609,0.03218,50000,1.168043622177385,0.005072506383981394,1.2011678218447208,True,31.078980099502488,33.10849365215781,1.0653018067567737,0.03161852981638536,0.9083686250902376,1.0093000735827133,lettera,American Civil War,wikipedia,American Civil War
c,lettere,1407,0.02814,50000,1.2183703515744546,0.00629809409159114,1.1694032320730037,True,35.53342816500711,33.95477344600563,0.9555726874516398,-0.022718313071888256,1.004069884778333,1.0477885123896982,lettera,American Civil War,wikipedia,American Civil War
u,lettere,1064,0.02128,50000,1.0697921256333787,0.005355030565258015,1.0843085860092063,True,46.8824082784572,44.43139722487701,0.9477200266884233,-0.0268416264120182,0.9732854888981711,1.0003597808578972,lettera,American Civil War,wikipedia,American Civil War
f,lettere,995,0.0199,50000,0.9447627941009918,0.006851749679895698,0.995027199539965,True,50.12072434607646,47.331228905303895,0.944344470732077,-0.02862431534416731,1.008215858412208,0.9579408133870362,lettera,American Civil War,wikipedia,American Civil War
m,lettere,943,0.01886,50000,1.3443813733975043,0.010728728131583133,1.2650943855503607,True,53.01486199575371,52.15325034658084,0.9837477338101552,-0.008192708131607657,0.9474830274504361,0.9353247744223848,lettera,American Civil War,wikipedia,American Civil War
p,lettere,729,0.01458,50000,1.1858659659725144,0.008011742780210475,1.131371356529509,True,68.34478021978022,79.02934579501431,1.1563333079845326,0.07249960263826428,0.9480946329851577,1.0901921582890832,lettera,American Civil War,wikipedia,American Civil War
w,lettere,691,0.01382,50000,1.2796763630673038,0.012687102009178917,1.185638792089977,True,72.42898550724638,73.84274095869525,1.019519194443327,0.009665268097987805,0.9979761107590379,1.0270272409716559,lettera,American Civil War,wikipedia,American Civil War
g,lettere,677,0.01354,50000,1.0892154078182719,0.006047681191131254,1.1133031393777801,True,73.28254437869822,74.70333458791237,1.019387839508847,0.009600849886053746,1.036674012612428,0.9838741515413196,lettera,American Civil War,wikipedia,American Civil War
y,lettere,604,0.01208,50000,1.0417919995384797,0.012265681346732065,1.1160213659411176,True,82.80265339966833,78.26146138721616,0.9451564433505175,-0.028194933542216707,0.972169192879638,0.9864194408176671,lettera,American Civil War,wikipedia,American Civil War
the,parole,717,0.01434,50000,1.2566657572588398,0.011503412538946213,1.1797756859865265,True,69.80167597765363,59.831065649607055,0.8571580096266087,-0.07691429034738427,1.0208330768004785,1.0057352432303859,funzione,American Civil War,wikipedia,American Civil War
of,parole,265,0.0053,50000,1.37697094367937,0.021610774894658395,1.2231618591071858,True,186.8560606060606,196.82820026460425,1.0533680289855165,0.02599048403996206,0.9364416319108546,1.0438935582253002,funzione,American Civil War,wikipedia,American Civil War
and,parole,221,0.00442,50000,0.9146100584324116,0.0065288481238923324,0.9494014639805336,True,226.25454545454545,196.42314943054075,0.868151174757292,-0.07057717117558095,0.9645356266767244,0.8443411241154091,funzione,American Civil War,wikipedia,American Civil War
in,parole,220,0.0044,50000,0.9664906596860068,0.006904635429931588,0.9456938794131636,True,227.74885844748857,207.2801497775659,0.9101259659018572,-0.04705136504215268,0.9454401083197431,1.0331820971039454,funzione,American Civil War,wikipedia,American Civil War
to,parole,217,0.00434,50000,1.060700233352498,0.005318293502637778,1.079730014639172,True,229.375,242.39215415386045,1.056750535820645,0.02759232820522956,0.969922970077339,1.052970039679675,funzione,American Civil War,wikipedia,American Civil War
was,parole,90,0.0018,50000,0.9927020993805848,0.005601670613563232,0.9897849529505262,True,544.9213483146067,539.9710687687372,0.9909156072501466,-0.004562922062980226,1.029489900823318,0.9757363518583922,funzione,American Civil War,wikipedia,American Civil War
union,parole,89,0.00178,50000,1.070180246759333,0.0028260192412415896,1.0581639915967773,True,565.9545454545455,633.4444592603262,1.1192497071502028,0.056269776396741966,0.9324502983361631,1.0639142506960013,keyword,American Civil War,wikipedia,American Civil War
confederate,parole,62,0.00124,50000,1.1997459080386597,0.009235351686133226,1.1919106671949198,True,801.360655737705,1033.4845754821708,1.2896622364505537,0.1265087189888713,0.8949615944300989,1.1100804187810496,keyword,American Civil War,wikipedia,American Civil War
states,parole,49,0.00098,50000,1.399758941994093,0.011359207524805886,1.3126261924800897,True,708.125,1525.4980438908774,2.154277908407241,0.36594045988487295,0.9502116837659581,1.3333119363882016,keyword,American Civil War,wikipedia,American Civil War
confederacy,parole,52,0.00104,50000,1.092815729599068,0.00793247880477368,1.053102991566446,True,965.3725490196078,1116.1185772270671,1.1561532160413621,0.07242213349200441,0.9687578764165429,1.0843259523874111,keyword,American Civil War,wikipedia,American Civil War
army,parole,44,0.00088,50000,1.5117971252930507,0.020362220612151767,1.3458410605676305,True,911.3953488372093,1928.831834230179,2.1163503156901684,0.3582236278346434,1.0454598089045524,1.3553201693018957,keyword,American Civil War,wikipedia,American Civil War
lincoln,parole,48,0.00096,50000,1.4098046004434812,0.006255453405326861,1.3818678672625955,True,1017.5957446808511,2111.5996168120105,2.0750869172259288,0.34961187965242196,0.8749519312476761,1.3279806137194268,keyword,American Civil War,wikipedia,American Civil War
south,parole,36,0.00072,50000,1.1757270864254965,0.011416597438338838,1.1790662259547415,True,1357.2,1829.1161607212828,1.3477130568238158,0.148107135926667,0.9547417260871806,1.221858300327516,keyword,American Civil War,wikipedia,American Civil War
on,parole,72,0.00144,50000,1.105159614911082,0.00845374420259149,1.0471194777555377,True,687.5070422535211,790.5808510788478,1.1499240043963328,0.06973455996107604,0.9377509489533052,1.0020688956234232,appaiata,American Civil War,wikipedia,American Civil War
for,parole,63,0.00126,50000,0.9875108218787687,0.006309623145414608,0.975802269176195,True,756.8225806451613,834.4937510043811,1.1026279769467346,0.04880938429049279,1.002712591536637,1.016221989617053,appaiata,American Civil War,wikipedia,American Civil War
