modello,temperatura,sample_id,copertura,C_lag1,ampiezza,rumore,max_fft,gapelmaper,fase
Qwen3.5-2B-Base,0.4,5,0.9999403803732189,-0.046887002885341644,0.9902573823928833,0.010536140762269497,19.05058024108881,0.99503522910779,solido (periodico)
Qwen3.5-2B-Base,0.5,1,0.9998648009193537,-0.1314259022474289,0.9756823778152466,0.015096326358616352,15.932013704870243,0.9973167817413234,solido (periodico)
Qwen3.5-2B-Base,0.5,2,0.9999108734402852,-0.08053901046514511,0.9697685241699219,0.026854615658521652,27.803845124743365,0.9847498973175615,solido (periodico)
Qwen3.5-2B-Base,0.5,3,1.0,-0.4701317250728607,0.9827647805213928,0.022205986082553864,39.769879308492314,0.9432818892178811,solido (periodico)
Qwen3.5-2B-Base,0.5,4,0.9998749531074153,-0.1332298070192337,0.9839627742767334,0.016635337844491005,20.038036979734898,1.0014605307780826,solido (periodico)
Qwen3.5-2B-Base,0.5,5,0.9998848788349738,0.09370484203100204,0.9911375045776367,0.009533055126667023,8.849531063300555,1.3369761290196065,solido (periodico)
Qwen3.5-2B-Base,0.6,1,1.0,-0.08540063351392746,0.984964907169342,0.013098003342747688,18.31570989018418,0.5580345626237093,solido (periodico)
Qwen3.5-2B-Base,0.6,2,0.9995188342040143,0.10468235611915588,0.9544340372085571,0.012797093018889427,2.379220266725757,1.0240706626884803,gas (amorfo)
Qwen3.5-2B-Base,0.6,3,0.999652052887961,0.017720259726047516,0.9608855843544006,0.006997397169470787,13.601846479953009,0.9730215576368398,solido (periodico)
Qwen3.5-2B-Base,0.6,4,0.9997322086094932,-0.0917842760682106,0.9116009473800659,0.02764187566936016,14.202485846319595,1.0006542840510058,solido (periodico)
Qwen3.5-2B-Base,0.7,1,0.99969245909706,-0.06418427079916,0.9523661136627197,0.01072376687079668,18.940454915337703,0.7638978382339083,solido (periodico)
Qwen3.5-2B-Base,0.6,5,1.0,0.02637643925845623,0.10053505748510361,0.009231760166585445,0.8004162212520239,1.0014269925438244,gas (amorfo)
Qwen3.5-2B-Base,0.7,2,0.9998543229659844,-0.45329123735427856,0.9171509742736816,0.024731643497943878,60.37722918391228,1.0160510750902723,solido (periodico)
Qwen3.5-2B-Base,0.7,3,0.9439782823297137,0.006574798841029406,0.8470507264137268,0.0193962249904871,5.061532599620328,1.1174641663049714,solido (periodico)
Qwen3.5-2B-Base,0.7,4,0.9997820876007845,0.0020510568283498287,0.9181545376777649,0.013972139917314053,6.675376033477033,0.9241496270601814,solido (periodico)
Qwen3.5-2B-Base,0.7,5,0.9990950226244344,-0.0356903150677681,0.9103824496269226,0.012112104333937168,15.136423100251704,1.3224828270866165,solido (periodico)
Qwen3.5-2B-Base,0.8,1,0.9992009056402743,-0.18259406089782715,0.8060873746871948,0.012927900068461895,26.566477048706044,1.6463392244415749,solido (periodico)
Qwen3.5-2B-Base,0.8,2,1.0,-0.016862764954566956,0.8746539950370789,0.014268394559621811,9.524683968929958,0.5618466170835283,solido (periodico)
Qwen3.5-2B-Base,0.8,3,0.9995634004864966,-0.21107445657253265,0.8554840087890625,0.03438157960772514,26.83182130753994,1.0861600119637949,solido (periodico)
Qwen3.5-2B-Base,0.8,4,0.9997012472925536,-0.12958572804927826,0.9422298669815063,0.01931687816977501,15.465530930017584,1.0005129585758175,solido (periodico)
Qwen3.5-2B-Base,0.8,5,0.9975189261403398,-0.005436406005173922,0.737697958946228,0.011800025589764118,3.293109626647537,1.0992847021014598,solido (periodico)
