sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A1_sd,gamma_A2,gamma_A2_sd,cv_tau_A2,quota_burstiness,tipo,wordset,label,gruppo,modello,temperature,sample_id,degenerato,params_B,deg_ripetizione,deg_alfabeto,deg_lessico,kgram_unique,lat_frac,voc_ref,n_continuations,file
g,lettere,923,0.01846,50000,1.6034364215635044,0.01853003640370512,1.462569566626882,True,54.06182212581345,43.207142864400325,0.7992172880123803,-0.11159447684577721,0.9651550189568391,0.15758815949822172,0.9891589829212776,0.04051947515637617,0.7992172880123803,-0.01796546693458333,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
l,lettere,918,0.01836,50000,1.7124236193056768,0.020967285734988968,1.5620621754371755,True,54.32497273718648,63.32272609319431,1.1656283087252928,0.07648048746776079,0.9914124444756363,0.03369364212486233,1.0002550364768317,0.04171419432598595,1.1656283087252926,0.0003579843086620687,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
m,lettere,853,0.01706,50000,1.147433510343393,0.012669657391793314,1.1412863345999116,True,58.60798122065728,40.628364501050235,0.6932223846456282,-0.18117975413996004,0.950556314692209,0.1177078469009787,0.9815462828503722,0.05081164681100491,0.6932223846456284,-0.12516636893910066,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
c,lettere,816,0.01632,50000,1.309140866322429,0.03478261811718727,1.1076414465190176,True,61.15582822085889,78.42249346549991,1.2823388342037323,0.12370592392879097,0.9367119688032098,0.07352717875179572,1.0200370096342706,0.06574354515068023,1.2823388342037323,0.06481514357073803,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
r,lettere,733,0.01466,50000,1.8090019295468192,0.0067870814931854356,1.757343495148892,True,68.14207650273224,69.78326054910433,1.0240847378096305,0.01189907584387691,1.1041097493734326,0.07076115398274166,0.8701268639119665,0.03561911038040535,1.0240847378096305,-0.16053501400272915,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
u,lettere,686,0.01372,50000,1.8156182659451827,0.006746911215407967,1.7722988583652433,True,72.74014598540145,67.52859201660242,0.9283538148267537,-0.0371540661378488,0.9912446118143773,0.034019669733216504,0.8399254275109552,0.0334419861159892,0.9283538148267537,-0.1962616326444598,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
b,lettere,410,0.0082,50000,1.5447757030865703,0.02493084495616149,1.3724995159786606,True,121.98044009779952,75.17117465375573,0.6162559718056944,-0.23742775580626851,1.0063653848540028,0.04011829668553869,0.8384097184918865,0.05733423863884588,0.6162559718056944,-0.2966180036895573,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
f,lettere,356,0.00712,50000,1.4033972737327456,0.029015134631374194,1.1950791016138653,True,140.5323943661972,99.24096647991009,0.7061785784515239,-0.17221023945520375,0.9887298797620542,0.05224072167138032,0.9360885646775895,0.017321662152824335,0.7061785784515239,-0.15843298773692857,lettera,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
to,parole,1487,0.02974,50000,1.8789120000004733,0.007646419162592133,1.8313034309240102,True,33.636608344549124,45.09755806140418,1.3407284586917136,0.14556513696687162,0.892041361863677,0.10059985057806296,1.2322995081665074,0.03763663266604442,1.3407284586917136,0.2643034890482577,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
and,parole,1209,0.02418,50000,1.9243585909745817,0.008673200046583094,1.85986455018689,True,41.28725165562914,43.811766186728626,1.0611451339061289,0.029665613013020172,0.9798606327732937,0.02686561087744742,1.149845091401195,0.06694336554535948,1.0611451339061286,0.1621071009284486,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
him,parole,608,0.01216,50000,1.766104724839643,0.012923391122317227,1.6779861782967547,True,79.7495881383855,125.94684258615159,1.5792789094735171,0.22458948016279465,1.0231634196115207,0.057607771759544485,1.4390547381798668,0.010411259804178568,1.5792789094735171,0.5731001571250816,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
the,parole,333,0.00666,50000,1.4167986668509658,0.016338847018801103,1.3450232178581263,True,149.88253012048193,98.82965323491645,0.6593807374046394,-0.20526890237867135,1.0157083668658344,0.09657531368717456,0.8973397100559349,0.027924037380925287,0.6593807374046394,-0.24630666580508326,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
he,parole,270,0.0054,50000,1.201020328148522,0.02342142220761298,1.3207843248338678,True,180.95539033457248,179.9461306692945,0.9944226051326134,-0.002796496014953566,1.0425301667936804,0.112500837895967,1.2321058043889392,0.03315840779382667,0.9944226051326134,1.1546384712766458,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
do,parole,239,0.00478,50000,1.2767148677275868,0.035289434364361494,1.0799153076183376,True,209.51680672268907,264.46444117236683,1.2622588388453486,0.1159278656986947,1.0552851229072715,0.04054359240577892,1.3098056146565165,0.008364278924968962,1.2622588388453488,1.1195842753252636,funzione,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
wish,parole,387,0.00774,50000,1.797352666551383,0.032388549192423205,1.597018479369902,True,128.80310880829015,314.96348597385656,2.4453096581903666,0.4195006549714631,1.0185472732647194,0.09770099099893387,1.5428209857235515,0.003678542144316907,2.4453096581903666,0.6807790435708928,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
don’t,parole,378,0.00756,50000,1.8030400977776775,0.030600907475084874,1.6184499220482398,True,129.07161803713527,328.94726128709334,2.548563861595442,0.43639171281511174,1.048627343672637,0.04407206028289405,1.530798310762969,0.012154289713320198,2.548563861595442,0.6609860606361914,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
nothing,parole,354,0.00708,50000,1.8404873578108802,0.029083745848113345,1.6706234363065913,True,137.5127478753541,287.04003815113094,2.087370389916963,0.35219952664837495,0.9704653157517907,0.09191999920528421,1.5161204489354654,0.030641169735853808,2.0873703899169627,0.6140728282692369,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
lucca,parole,233,0.00466,50000,1.4938328906744134,0.02994918295251582,1.3318196645408358,True,199.29741379310346,215.1395447522986,1.0794898973232103,0.03822567131753435,1.0053318386218917,0.052376076862696845,1.423938449558661,0.023592425620558435,1.0794898973232103,0.858465399053717,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
baron,parole,234,0.00468,50000,1.2907488346505878,0.030293706166571694,1.1676291617363863,True,201.95278969957081,154.7586619586631,0.7663110877987144,-0.1323033715949341,1.051401754165288,0.02137002304273922,1.2966882131854476,0.018572013020381133,0.7663110877987144,1.0204278670351252,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
anything,parole,196,0.00392,50000,1.6448651317237535,0.04505726510445193,1.365315505801874,True,246.74358974358975,553.0218260615482,2.2412814316118026,0.3829600908781768,0.9394932212440849,0.06533280199916693,1.5605918428741055,0.00461741126687443,2.241281431611803,0.8693164125274044,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
leave,parole,188,0.00376,50000,1.7071956295012276,0.04521811932953276,1.4229393584821552,True,246.98395721925132,439.35220490660936,1.7788694045281244,0.2802828385022228,0.9267206294088375,0.04449362705399332,1.6373975912537133,0.012012037027529584,1.7788694045281244,0.9013030690012301,keyword,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
say,parole,597,0.01194,50000,1.8676509470949798,0.01613006802748627,1.7675358443756102,True,83.16610738255034,179.14117504710924,2.1540165902329598,0.3658879264638625,0.973098606429033,0.06323950982129994,1.6211688788948126,0.01890290531855677,2.1540165902329598,0.7159202453182071,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
what,parole,238,0.00476,50000,1.3820639271425639,0.033292288132130324,1.1709215513063,True,210.44725738396625,219.62690427019774,1.0436197031044363,0.021344334779202886,0.995154020752223,0.03131005004369455,1.304114949031809,0.019352440449642086,1.0436197031044363,0.7959792260584995,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
down,parole,231,0.00462,50000,1.5225364120107203,0.03140492035966442,1.3442365958003617,True,201.0304347826087,225.51227260590503,1.1217817483694477,0.05739598262782443,0.9972765100154074,0.05893782173903464,1.4371487598273893,0.016911525888847954,1.1217817483694477,0.8365900438310906,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
go,parole,231,0.00462,50000,1.4946478440429605,0.03589308568027229,1.261947672464729,True,201.0304347826087,192.50310253220934,0.9575818842573729,-0.021668629079451694,1.0121203505942165,0.032546011116336655,1.382277160698165,0.01569340947657055,0.9575818842573729,0.7728269016067195,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
can,parole,202,0.00404,50000,1.5824915079328834,0.04724362467134174,1.2678139625050737,True,246.03482587064676,423.84738265216936,1.722712958022487,0.2654385420589452,1.0499296829042934,0.017444220947565214,1.4968791753084025,0.010591610638609927,1.722712958022487,0.8530238956988444,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
you,parole,201,0.00402,50000,1.757327572631756,0.00236458303499494,1.7605284568240278,True,97.79,169.19010716294568,1.7301371015742475,0.26743605702191187,1.0327170871223572,0.03965599434253329,1.6263418076066343,0.009099919980401355,1.7301371015742475,0.8270421284544826,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
his,parole,185,0.0037,50000,1.6362249680298648,0.043050904747159856,1.3643369098177893,True,244.2608695652174,361.1936001939923,1.4787206843114673,0.19313216182098594,0.9959869132008535,0.11120521718744379,1.5726741021629982,0.00971176854900261,1.4787206843114677,0.9001125874332496,appaiata,auto,Qwen3.5-2B-Base-v2_T0.8_s5,llm,Qwen3.5-2B-Base-v2,0.8,5,True,2.0,True,False,False,0.33521363418146904,0.98748,0.9970422405028191,0.0,sweep_qwen3.5-2b-base.jsonl
vocali,vc,14777,0.29554,50000,1.369747879679712,0.0133825908200961,1.2625131835147045,True,3.3835273416350837,1.5527182769944525,0.45890519573697436,-0.3708909981567983,1.066108474994464,0.0642734589319233,1.0543014520507414,0.07538990247930087,0.45890519573697436,0.1468607530563236,vocali,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
spazio,lettere,8659,0.17318,50000,1.6564571688600542,0.01287574890811871,1.6769939723536624,True,5.774774774774775,3.183988960515218,0.5513615828661298,-0.2891901037700147,0.9219741390696977,0.051262589964281666,0.9327808374259671,0.018737524854116762,0.5513615828661298,-0.10239687486505755,spazio,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
e,lettere,5215,0.1043,50000,1.3365695947650813,0.014526996040458911,1.2293363238762598,True,9.58860759493671,8.036705589567507,0.8381514740275023,-0.08804961302665532,1.0443759568162072,0.10595690221725444,1.0265551997521196,0.054520475699294434,0.8381514740275023,0.07889958025071933,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
t,lettere,3911,0.07822,50000,1.268849416468766,0.011505124709968386,1.2065029689306273,True,12.783631713554987,10.423630498188713,0.8153888293837601,-0.10169235792802953,0.9924879063701719,0.049617420207739564,0.9537224492530768,0.10502003596089667,0.8153888293837602,-0.17213186234421138,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
a,lettere,3165,0.0633,50000,1.2511821270068468,0.006083327751419761,1.2238027881141886,True,15.79772439949431,13.712237757236952,0.8679881614896311,-0.07067059697267879,0.9959592514379559,0.06419951787331513,0.9894810246384642,0.06641213539962842,0.8679881614896311,-0.04187788154707781,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
o,lettere,3033,0.06066,50000,1.2337326994714406,0.006882410096410243,1.1762574217594723,True,16.473284960422163,14.696801925249629,0.8921597580907137,-0.05699320126018463,0.9251602482599174,0.034021229723587745,0.9878878258280533,0.10709347912840445,0.8921597580907137,-0.05182062329890911,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
n,lettere,3055,0.0611,50000,1.0794321721052837,0.008644796006042912,1.0986446175560116,True,16.342174197773414,14.084316635692357,0.8618386063716855,-0.07420696571415536,0.993409304700248,0.0652381474043152,0.9966412119843372,0.06683579327880132,0.8618386063716855,-0.042284982603911225,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.9_s1,llm,Qwen3.5-2B-Base-v2,0.9,1,False,2.0,False,False,False,0.905004800768123,0.99456,0.9643210012075969,2.0,sweep_qwen3.5-2b-base.jsonl
